ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Annotation GO Count,Annotation GO ID,Annotation GO Term,Annotation GO Category,Enzyme Code,Enzyme Name,InterPro Accession,InterPro Type,InterPro Name,InterPro Signatures
Potra2n10c21892,526.5290248853364,-0.848951169469928,0.13654300841165176,-6.217463488943339,5.052556738818658e-10,1.496278588510154e-6,5,GO:0000272|GO:0005982|GO:0005985|GO:0016161|GO:0102229,polysaccharide catabolic process|starch metabolic process|sucrose metabolic process|beta-amylase activity|amylopectin maltohydrolase activity,Biological Process|Biological Process|Biological Process|Molecular Function|Molecular Function,EC:3.2.1.2,Beta-amylase,IPR001554|IPR001371|noIPR|IPR001554|IPR001554|noIPR|IPR018238|IPR018238|IPR017853,FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|CONSERVED_SITE|CONSERVED_SITE|HOMOLOGOUS_SUPERFAMILY,"Glycoside hydrolase, family 14|Glycoside hydrolase, family 14B, plant|Glycoside hydrolase, family 14B, plant|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14, conserved site|Glycoside hydrolase, family 14, conserved site|Glycoside hydrolase superfamily",PR00750 (PRINTS)|PR00842 (PRINTS)|G3DSA:3.20.20.80 (GENE3D)|PF01373 (PFAM)|PTHR31352 (PANTHER)|PTHR31352:SF31 (PANTHER)|PS00679 (PROSITE_PATTERNS)|PS00506 (PROSITE_PATTERNS)|SSF51445 (SUPERFAMILY)
Potra2n10c21936,71.52522278638212,0.7301814621796189,0.1720353817428918,4.244367959556603,2.1921039798692956e-5,0.003257826637403114,NA,NA,NA,NA,NA,NA,IPR005516|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR,DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN,"Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal|Remorin, C-terminal",PF03763 (PFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR31471:SF52 (PANTHER)|PTHR31471 (PANTHER)
Potra2n10c21978,248.22101643670476,-0.7970825042503116,0.2059808536273242,-3.8696922078614753,1.0897284093565549e-4,0.009491626019311505,5,GO:0009523|GO:0015979|GO:0016021|GO:0030145|GO:0045454,photosystem II|photosynthesis|integral component of membrane|manganese ion binding|cell redox homeostasis,Cellular Component|Biological Process|Cellular Component|Molecular Function|Biological Process,NA,NA,IPR009388|IPR038760|IPR009388,FAMILY|FAMILY|FAMILY,"Photosystem II PsbY|Photosystem II PsbY, plant|Photosystem II PsbY",PF06298 (PFAM)|PTHR34790 (PANTHER)|MF_00717 (HAMAP)
Potra2n10c22043,42.77288713241586,-1.4836613386834085,0.334894228640485,-4.430238600128717,9.412888329073179e-6,0.0019710017682998686,NA,NA,NA,NA,NA,NA,IPR032675|noIPR|noIPR|noIPR,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily,G3DSA:3.80.10.10 (GENE3D)|PTHR23155 (PANTHER)|PTHR23155:SF977 (PANTHER)|SSF52058 (SUPERFAMILY)
Potra2n10c22065,202.16172778184057,-1.0766428701530657,0.23123982619200262,-4.655957790156396,3.224780025908627e-6,8.630186484581029e-4,7,GO:0004650|GO:0005576|GO:0005982|GO:0005985|GO:0016829|GO:0047911|GO:0071555,"polygalacturonase activity|extracellular region|starch metabolic process|sucrose metabolic process|lyase activity|galacturan 1,4-alpha-galacturonidase activity|cell wall organization",Molecular Function|Cellular Component|Biological Process|Biological Process|Molecular Function|Molecular Function|Biological Process,EC:3.2.1.67|EC:3.2.1.15,"Galacturan 1,4-alpha-galacturonidase|Polygalacturonase",IPR000743|noIPR|noIPR|noIPR|noIPR|noIPR|IPR011050,FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|HOMOLOGOUS_SUPERFAMILY,"Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Pectin lyase fold/virulence factor",PF00295 (PFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR31375 (PANTHER)|PTHR31375:SF153 (PANTHER)|SSF51126 (SUPERFAMILY)
Potra2n10c22100,112.30369427412863,0.6584440440090117,0.15598495935867293,4.221202138438109,2.4300290197380125e-5,0.0035226924181237062,8,GO:0000139|GO:0005982|GO:0005985|GO:0009117|GO:0016021|GO:0045489|GO:0047262|GO:0071555,Golgi membrane|starch metabolic process|sucrose metabolic process|nucleotide metabolic process|integral component of membrane|pectin biosynthetic process|polygalacturonate 4-alpha-galacturonosyltransferase activity|cell wall organization,Cellular Component|Biological Process|Biological Process|Biological Process|Cellular Component|Biological Process|Molecular Function|Biological Process,EC:2.4.1.43,Polygalacturonate 4-alpha-galacturonosyltransferase,IPR002495|IPR029044|noIPR|noIPR|IPR029044,FAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"Glycosyl transferase, family 8|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases",PF01501 (PFAM)|G3DSA:3.90.550.10 (GENE3D)|PTHR13778 (PANTHER)|PTHR13778:SF41 (PANTHER)|SSF53448 (SUPERFAMILY)
Potra2n11c22392,82.34284628379167,-0.9882957086612962,0.19862194063817823,-4.975763027417176,6.499111698352506e-7,2.694531710136949e-4,4,GO:0003333|GO:0005886|GO:0015171|GO:0016021,amino acid transmembrane transport|plasma membrane|amino acid transmembrane transporter activity|integral component of membrane,Biological Process|Cellular Component|Molecular Function|Cellular Component,NA,NA,IPR013057|noIPR|noIPR|noIPR|noIPR,DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN,"Amino acid transporter, transmembrane domain|Amino acid transporter, transmembrane domain|Amino acid transporter, transmembrane domain|Amino acid transporter, transmembrane domain|Amino acid transporter, transmembrane domain",PF01490 (PFAM)|PTHR22950 (PANTHER)|PTHR22950 (PANTHER)|PTHR22950:SF601 (PANTHER)|PTHR22950:SF601 (PANTHER)
Potra2n11c22439,502.3676762977876,0.5085743851997251,0.07963030409700134,6.3866939975540875,1.695103538310215e-10,8.78487408729269e-7,7,GO:0005506|GO:0005783|GO:0006631|GO:0008610|GO:0016021|GO:0055114|GO:0080132,iron ion binding|endoplasmic reticulum|fatty acid metabolic process|lipid biosynthetic process|integral component of membrane|oxidation-reduction process|fatty acid alpha-hydroxylase activity,Molecular Function|Cellular Component|Biological Process|Biological Process|Cellular Component|Biological Process|Molecular Function,NA,NA,IPR006694|noIPR|noIPR,DOMAIN|DOMAIN|DOMAIN,Fatty acid hydroxylase|Fatty acid hydroxylase|Fatty acid hydroxylase,PF04116 (PFAM)|PTHR12863 (PANTHER)|PTHR12863:SF12 (PANTHER)
Potra2n11c22567,1240.0927736932895,0.5420446518843768,0.11052834158861213,4.904123631040026,9.384537162329831e-7,3.741181834136488e-4,2,GO:0016021|GO:0055085,integral component of membrane|transmembrane transport,Cellular Component|Biological Process,NA,NA,IPR004776|noIPR|noIPR,FAMILY|FAMILY|FAMILY,Membrane transport protein|Membrane transport protein|Membrane transport protein,PF03547 (PFAM)|PTHR31651:SF6 (PANTHER)|PTHR31651 (PANTHER)
Potra2n11c22580,4347.873404681867,0.6608939564521497,0.16390788079034263,4.032106041914546,5.527923219587034e-5,0.006031255175896802,4,GO:0003735|GO:0005840|GO:0006412|GO:0042254,structural constituent of ribosome|ribosome|translation|ribosome biogenesis,Molecular Function|Cellular Component|Biological Process|Biological Process,NA,NA,noIPR|IPR007836,HOMOLOGOUS_SUPERFAMILY|FAMILY,Protein kinase-like domain superfamily|Ribosomal protein L41,Coil (COILS)|PF05162 (PFAM)
Potra2n11c22739,1403.6691758534953,-0.613133691776151,0.15917113517428944,-3.85204070514909,1.171375449442111e-4,0.009791376236667324,21,GO:0004519|GO:0006302|GO:0008408|GO:0009517|GO:0009522|GO:0009523|GO:0009635|GO:0009644|GO:0009737|GO:0009768|GO:0009769|GO:0009941|GO:0010119|GO:0016021|GO:0016168|GO:0018298|GO:0019904|GO:0030145|GO:0030870|GO:0051321|GO:0090305,"endonuclease activity|double-strand break repair|3'-5' exonuclease activity|PSII associated light-harvesting complex II|photosystem I|photosystem II|response to herbicide|response to high light intensity|response to abscisic acid|photosynthesis, light harvesting in photosystem I|photosynthesis, light harvesting in photosystem II|chloroplast envelope|regulation of stomatal movement|integral component of membrane|chlorophyll binding|protein-chromophore linkage|protein domain specific binding|manganese ion binding|Mre11 complex|meiotic cell cycle|nucleic acid phosphodiester bond hydrolysis",Molecular Function|Biological Process|Molecular Function|Cellular Component|Cellular Component|Cellular Component|Biological Process|Biological Process|Biological Process|Biological Process|Biological Process|Cellular Component|Biological Process|Cellular Component|Molecular Function|Biological Process|Molecular Function|Molecular Function|Cellular Component|Biological Process|Biological Process,NA,NA,IPR023329|IPR022796|noIPR|IPR001344|noIPR,HOMOLOGOUS_SUPERFAMILY|FAMILY|FAMILY|FAMILY|FAMILY,"Chlorophyll a/b binding domain superfamily|Chlorophyll A-B binding protein|Chlorophyll A-B binding protein|Chlorophyll A-B binding protein, plant|Chlorophyll A-B binding protein, plant",G3DSA:1.10.3460.10 (GENE3D)|PF00504 (PFAM)|PTHR21649:SF33 (PANTHER)|PTHR21649 (PANTHER)|SSF103511 (SUPERFAMILY)
Potra2n11c22767,69.04626982832569,-2.988667562281788,0.7008464532809737,-4.2643685336360155,2.0046833423923418e-5,0.0031482640672570636,8,GO:0003700|GO:0005634|GO:0005667|GO:0009414|GO:0009737|GO:0043565|GO:0045449|GO:0045893,"DNA-binding transcription factor activity|nucleus|transcription factor complex|response to water deprivation|response to abscisic acid|sequence-specific DNA binding|regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated",Molecular Function|Cellular Component|Cellular Component|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process,NA,NA,IPR003441|IPR036093|noIPR|noIPR|noIPR|IPR003441|IPR036093,DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"NAC domain|NAC domain superfamily|NAC domain superfamily|NAC domain superfamily|NAC domain superfamily|NAC domain|NAC domain superfamily",PF02365 (PFAM)|G3DSA:3.30.310.150 (GENE3D)|mobidb-lite (MOBIDB_LITE)|PTHR31719 (PANTHER)|PTHR31719:SF141 (PANTHER)|PS51005 (PROSITE_PROFILES)|SSF101941 (SUPERFAMILY)
Potra2n11c22825,252.33340961922227,0.6137048885720908,0.15470440683360734,3.9669515635205044,7.279777981100933e-5,0.007245396891890149,7,GO:0003676|GO:0005829|GO:0007338|GO:0008168|GO:0009846|GO:0009860|GO:0032259,nucleic acid binding|cytosol|single fertilization|methyltransferase activity|pollen germination|pollen tube growth|methylation,Molecular Function|Cellular Component|Biological Process|Molecular Function|Biological Process|Biological Process|Biological Process,NA,NA,noIPR|noIPR|IPR029044,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,Protein kinase-like domain superfamily|Protein kinase-like domain superfamily|Nucleotide-diphospho-sugar transferases,PTHR35105:SF2 (PANTHER)|PTHR35105 (PANTHER)|SSF53448 (SUPERFAMILY)
Potra2n11c22873,409.17899931361933,-0.91592557425437,0.17786629655961492,-5.149517317056084,2.611576625463523e-7,1.3204386206307032e-4,20,GO:0004459|GO:0005634|GO:0005777|GO:0006094|GO:0006096|GO:0006534|GO:0008891|GO:0009339|GO:0009506|GO:0009570|GO:0009854|GO:0010181|GO:0010204|GO:0016021|GO:0019516|GO:0042742|GO:0050665|GO:0052852|GO:0052853|GO:0052854,"L-lactate dehydrogenase activity|nucleus|peroxisome|gluconeogenesis|glycolytic process|cysteine metabolic process|glycolate oxidase activity|glycolate oxidase complex|plasmodesma|chloroplast stroma|oxidative photosynthetic carbon pathway|FMN binding|defense response signaling pathway, resistance gene-independent|integral component of membrane|lactate oxidation|defense response to bacterium|hydrogen peroxide biosynthetic process|very-long-chain-(S)-2-hydroxy-acid oxidase activity|long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity|medium-chain-(S)-2-hydroxy-acid oxidase activity",Molecular Function|Cellular Component|Cellular Component|Biological Process|Biological Process|Biological Process|Molecular Function|Cellular Component|Cellular Component|Cellular Component|Biological Process|Molecular Function|Biological Process|Cellular Component|Biological Process|Biological Process|Biological Process|Molecular Function|Molecular Function|Molecular Function,EC:1.1.3.15|EC:1.1.1.27,(S)-2-hydroxy-acid oxidase|L-lactate dehydrogenase,IPR013785|IPR012133|IPR000262|noIPR|noIPR|IPR008259|IPR037396|IPR012133|noIPR,HOMOLOGOUS_SUPERFAMILY|FAMILY|DOMAIN|DOMAIN|DOMAIN|ACTIVE_SITE|DOMAIN|FAMILY|FAMILY,"Aldolase-type TIM barrel|Alpha-hydroxy acid dehydrogenase, FMN-dependent|FMN-dependent dehydrogenase|FMN-dependent dehydrogenase|FMN-dependent dehydrogenase|FMN-dependent alpha-hydroxy acid dehydrogenase, active site|FMN hydroxy acid dehydrogenase domain|Alpha-hydroxy acid dehydrogenase, FMN-dependent|Alpha-hydroxy acid dehydrogenase, FMN-dependent",G3DSA:3.20.20.70 (GENE3D)|PIRSF000138 (PIRSF)|PF01070 (PFAM)|PTHR10578:SF121 (PANTHER)|PTHR10578 (PANTHER)|PS00557 (PROSITE_PATTERNS)|PS51349 (PROSITE_PROFILES)|cd02809 (CDD)|SSF51395 (SUPERFAMILY)
Potra2n11c23292,1544.0859853088057,-0.5937993305125346,0.139075996143828,-4.269603288682873,1.958209509172006e-5,0.003122591009625822,4,GO:0005794|GO:0015297|GO:0016021|GO:0055085,Golgi apparatus|antiporter activity|integral component of membrane|transmembrane transport,Cellular Component|Molecular Function|Cellular Component|Biological Process,NA,NA,IPR004853|IPR004696|noIPR|noIPR|noIPR|noIPR,DOMAIN|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY,Sugar phosphate transporter domain|Triose phosphate/phosphoenolpyruvate translocator|Triose phosphate/phosphoenolpyruvate translocator|Triose phosphate/phosphoenolpyruvate translocator|Triose phosphate/phosphoenolpyruvate translocator|Triose phosphate/phosphoenolpyruvate translocator,PF03151 (PFAM)|TIGR00817 (TIGRFAM)|PTHR11132:SF269 (PANTHER)|PTHR11132 (PANTHER)|SSF103481 (SUPERFAMILY)|SSF103481 (SUPERFAMILY)
