ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Annotation GO Count,Annotation GO ID,Annotation GO Term,Annotation GO Category,Enzyme Code,Enzyme Name,InterPro Accession,InterPro Type,InterPro Name,InterPro Signatures
Potra2n10c21447,733.1071147876338,0.6432332444430415,0.12192441757781897,5.275672069809103,1.322704334597408e-7,3.155122752057811e-5,1,GO:0016021,integral component of membrane,Cellular Component,NA,NA,noIPR|noIPR|noIPR|noIPR|noIPR,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,TCP-1-like chaperonin intermediate domain superfamily|TCP-1-like chaperonin intermediate domain superfamily|TCP-1-like chaperonin intermediate domain superfamily|TCP-1-like chaperonin intermediate domain superfamily|TCP-1-like chaperonin intermediate domain superfamily,PR01217 (PRINTS)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR35094 (PANTHER)|PTHR35094:SF1 (PANTHER)
Potra2n10c21496,935.4429326840806,-0.6975331655592704,0.1849911187712814,-3.77063055887393,1.6283558503146355e-4,0.006062136208457057,1,GO:0048583,regulation of response to stimulus,Biological Process,NA,NA,IPR018467|IPR010399|noIPR|noIPR|noIPR|IPR040390|IPR010399,CONSERVED_SITE|DOMAIN|DOMAIN|DOMAIN|DOMAIN|FAMILY|DOMAIN,"CO/COL/TOC1, conserved site|Tify domain|Tify domain|Tify domain|Tify domain|TIFY/JAZ family|Tify domain",PF09425 (PFAM)|PF06200 (PFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR33077:SF42 (PANTHER)|PTHR33077 (PANTHER)|PS51320 (PROSITE_PROFILES)
Potra2n10c21498,524.1620404043076,0.5993280701139948,0.16264368335750293,3.6849145183008867,2.2877941017444153e-4,0.0075300040338396055,5,GO:0005789|GO:0005887|GO:0006886|GO:0006888|GO:0070973,endoplasmic reticulum membrane|integral component of plasma membrane|intracellular protein transport|endoplasmic reticulum to Golgi vesicle-mediated transport|protein localization to endoplasmic reticulum exit site,Cellular Component|Cellular Component|Biological Process|Biological Process|Biological Process,NA,NA,noIPR|IPR008417|noIPR,HOMOLOGOUS_SUPERFAMILY|FAMILY|FAMILY,P-loop containing nucleoside triphosphate hydrolase|B-cell receptor-associated protein 29/31|B-cell receptor-associated protein 29/31,Coil (COILS)|PTHR12701 (PANTHER)|PTHR12701:SF38 (PANTHER)
Potra2n10c21664,4492.096234634423,0.6225566348650681,0.11839271307379937,5.258403314712463,1.4531155073773698e-7,3.352912667074596e-5,7,GO:0005507|GO:0006118|GO:0009055|GO:0009506|GO:0016021|GO:0022900|GO:0046658,copper ion binding|obsolete electron transport|electron transfer activity|plasmodesma|integral component of membrane|electron transport chain|anchored component of plasma membrane,Molecular Function|Biological Process|Molecular Function|Cellular Component|Cellular Component|Biological Process|Cellular Component,NA,NA,IPR003245|IPR008972|IPR039391|noIPR|noIPR|IPR003245|IPR008972,DOMAIN|HOMOLOGOUS_SUPERFAMILY|FAMILY|FAMILY|FAMILY|DOMAIN|HOMOLOGOUS_SUPERFAMILY,Phytocyanin domain|Cupredoxin|Phytocyanin|Phytocyanin|Phytocyanin|Phytocyanin domain|Cupredoxin,PF02298 (PFAM)|G3DSA:2.60.40.420 (GENE3D)|PTHR33021 (PANTHER)|PTHR33021:SF250 (PANTHER)|PD003122 (PRODOM)|PS51485 (PROSITE_PROFILES)|SSF49503 (SUPERFAMILY)
Potra2n10c21812,251.88429265570952,0.5447197162209749,0.11842345012129533,4.599762257078688,4.229733874130486e-6,4.201472423581363e-4,1,GO:0016021,integral component of membrane,Cellular Component,NA,NA,IPR013083|IPR001841|noIPR|noIPR|IPR001841|noIPR|noIPR,HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN,"Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type",G3DSA:3.30.40.10 (GENE3D)|PF13639 (PFAM)|PTHR46913 (PANTHER)|PTHR46913:SF3 (PANTHER)|PS50089 (PROSITE_PROFILES)|cd16461 (CDD)|SSF57850 (SUPERFAMILY)
Potra2n10c21856,388.0060622682509,0.6034689117123119,0.16066831574305296,3.7559920194682497,1.726561951623779e-4,0.006353002290767164,2,GO:0009642|GO:0016020,response to light intensity|membrane,Biological Process|Cellular Component,NA,NA,noIPR|IPR037492|noIPR,FAMILY|FAMILY|FAMILY,Photosystem II PsbY|Light-harvesting complex-like protein OHP2|Light-harvesting complex-like protein OHP2,mobidb-lite (MOBIDB_LITE)|PTHR33401 (PANTHER)|PTHR33401:SF2 (PANTHER)
Potra2n10c21892,286.96190891402745,-0.8651171688617185,0.22909140616944462,-3.776296908413253,1.591772342006063e-4,0.005955971139827077,5,GO:0000272|GO:0005982|GO:0005985|GO:0016161|GO:0102229,polysaccharide catabolic process|starch metabolic process|sucrose metabolic process|beta-amylase activity|amylopectin maltohydrolase activity,Biological Process|Biological Process|Biological Process|Molecular Function|Molecular Function,EC:3.2.1.2,Beta-amylase,IPR001554|IPR001371|noIPR|IPR001554|IPR001554|noIPR|IPR018238|IPR018238|IPR017853,FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|CONSERVED_SITE|CONSERVED_SITE|HOMOLOGOUS_SUPERFAMILY,"Glycoside hydrolase, family 14|Glycoside hydrolase, family 14B, plant|Glycoside hydrolase, family 14B, plant|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14|Glycoside hydrolase, family 14, conserved site|Glycoside hydrolase, family 14, conserved site|Glycoside hydrolase superfamily",PR00750 (PRINTS)|PR00842 (PRINTS)|G3DSA:3.20.20.80 (GENE3D)|PF01373 (PFAM)|PTHR31352 (PANTHER)|PTHR31352:SF31 (PANTHER)|PS00679 (PROSITE_PATTERNS)|PS00506 (PROSITE_PATTERNS)|SSF51445 (SUPERFAMILY)
Potra2n10c21947,1244.0255890006677,0.6041778658490846,0.11656943518099165,5.182986988922158,2.1836027700558447e-7,4.650863938414136e-5,1,GO:0005515,protein binding,Molecular Function,NA,NA,IPR036770|noIPR|IPR036770|IPR036770|IPR020683|noIPR|noIPR|noIPR|IPR020683|IPR002110|IPR036770,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|REPEAT|HOMOLOGOUS_SUPERFAMILY,Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain|Ankyrin repeat-containing domain|Ankyrin repeat-containing domain|Ankyrin repeat-containing domain|Ankyrin repeat-containing domain|Ankyrin repeat|Ankyrin repeat-containing domain superfamily,G3DSA:1.25.40.20 (GENE3D)|PF13637 (PFAM)|G3DSA:1.25.40.20 (GENE3D)|G3DSA:1.25.40.20 (GENE3D)|PF12796 (PFAM)|mobidb-lite (MOBIDB_LITE)|PTHR24203 (PANTHER)|PTHR24203:SF41 (PANTHER)|PS50297 (PROSITE_PROFILES)|PS50088 (PROSITE_PROFILES)|SSF48403 (SUPERFAMILY)
Potra2n10c22065,370.09872414965093,-1.0023731756472878,0.16985093781633628,-5.901487436773396,3.602388609632466e-9,1.8557327928364825e-6,7,GO:0004650|GO:0005576|GO:0005982|GO:0005985|GO:0016829|GO:0047911|GO:0071555,"polygalacturonase activity|extracellular region|starch metabolic process|sucrose metabolic process|lyase activity|galacturan 1,4-alpha-galacturonidase activity|cell wall organization",Molecular Function|Cellular Component|Biological Process|Biological Process|Molecular Function|Molecular Function|Biological Process,EC:3.2.1.67|EC:3.2.1.15,"Galacturan 1,4-alpha-galacturonidase|Polygalacturonase",IPR000743|noIPR|noIPR|noIPR|noIPR|noIPR|IPR011050,FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|HOMOLOGOUS_SUPERFAMILY,"Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Glycoside hydrolase, family 28|Pectin lyase fold/virulence factor",PF00295 (PFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR31375 (PANTHER)|PTHR31375:SF153 (PANTHER)|SSF51126 (SUPERFAMILY)
Potra2n10c22100,337.54183356696205,0.8226583237423707,0.14901257189997347,5.5207309910373885,3.3759227787191586e-8,1.0997068451677659e-5,8,GO:0000139|GO:0005982|GO:0005985|GO:0009117|GO:0016021|GO:0045489|GO:0047262|GO:0071555,Golgi membrane|starch metabolic process|sucrose metabolic process|nucleotide metabolic process|integral component of membrane|pectin biosynthetic process|polygalacturonate 4-alpha-galacturonosyltransferase activity|cell wall organization,Cellular Component|Biological Process|Biological Process|Biological Process|Cellular Component|Biological Process|Molecular Function|Biological Process,EC:2.4.1.43,Polygalacturonate 4-alpha-galacturonosyltransferase,IPR002495|IPR029044|noIPR|noIPR|IPR029044,FAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"Glycosyl transferase, family 8|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases|Nucleotide-diphospho-sugar transferases",PF01501 (PFAM)|G3DSA:3.90.550.10 (GENE3D)|PTHR13778 (PANTHER)|PTHR13778:SF41 (PANTHER)|SSF53448 (SUPERFAMILY)
Potra2n10c22135,3430.190061476569,0.5931009686754498,0.12454266568799342,4.76223120325124,1.914641372910533e-6,2.256135779817457e-4,1,GO:0016021,integral component of membrane,Cellular Component,NA,NA,noIPR|noIPR|noIPR,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,Cytochrome P450 superfamily|Cytochrome P450 superfamily|Cytochrome P450 superfamily,PTHR33976 (PANTHER)|PTHR33976:SF8 (PANTHER)|PD208950 (PRODOM)
